genepair	stat	globalCor	pval	nperm	globalCorMin	globalCorMax	fdr	sigCluster	startCor	branchpointCor	endCor
Fignl1_H3f3b	0.182427688509283	-0.0174735880186765	0.000484375	64000	-0.114246373774635	0.080898210554474	0.106998579545455	1	-0.00416973525136563	-0.189616405497422	0.277918740364599
Gm13394_Gm15772	0.181699824620384	-0.00624922478798504	0.000515625	64000	-0.102807336447492	0.0934319974302716	0.106998579545455	1	0.0798278855052865	-0.144248309442937	0.366687600675917
H3f3b_Tacc3	0.179942068998325	0.270542014105943	0.00053125	64000	0.174563434163607	0.369606600442211	0.106998579545455	7	-0.0304761139117141	0.224618731835022	0.538812126872384
Nudt19_Spc25	0.182354374602875	0.0843789345874777	0.000523809523809524	63000	-0.0155206721437126	0.17682979188804	0.106998579545455	4	-0.242583092180135	-0.0271107873236519	0.17768364907495
Orc6_Smc4	0.180192788151911	-0.109627612000688	0.000523809523809524	63000	-0.205524209407425	-0.0155206721437126	0.106998579545455	3	-0.3301579227911	-0.151454789477513	0.237105910568227
Rfc2_Zwint	0.185365094631257	0.117994954540331	5e-04	64000	0.0181138998915498	0.217817525957897	0.106998579545455	4	-0.188650735405456	0.158694661594763	0.194355534616915
Tex30_Tubb6	0.18203679483038	0.0646927015401055	0.000507936507936508	63000	-0.034437435487342	0.158312693405459	0.106998579545455	9	-0.32403944450274	0.0500018581253109	-0.0246316953842687
Ccna2_Ccnb1	0.149415712975764	0.579589316968865	0.000555555555555556	18000	0.480540279044522	0.643455655752506	0.10796783625731	6	0.414120774150388	0.454360978801369	0.721850832006711
Cdca7_H2afz	0.17627115461239	-0.220447857870553	0.000543859649122807	57000	-0.315623220987812	-0.121647947909993	0.10796783625731	2	0.153025808948707	-0.178296464325327	-0.355030821168676
Ddx3y_H3f3b	0.180287816163206	-0.0901760186241705	0.000553846153846154	65000	-0.189919434490123	0.00907391184969209	0.10796783625731	2	0.131550765874901	0.103890636857929	-0.25048501394214
Nampt_Tubb5	0.182549370810275	0.151677055243861	0.000555555555555556	63000	0.0577485687510137	0.249850611564979	0.10796783625731	9	-0.23066417218452	0.257774456465649	-0.114996301129728
Casp8ap2_Tubb5	0.18315246642356	0.120670164823768	0.0005625	64000	0.0218008170690466	0.218657493574795	0.108366847826087	4	-0.147838507334399	-0.057552438687478	0.223695516998208
Casp8ap2_Rangap1	0.179391533818236	-0.102614394790434	0.000571428571428571	63000	-0.192265477825668	-0.00292910878269716	0.109137931034483	8	0.344766646031582	-0.0361639584354964	-0.286353822865124
Eno1b_Rrm1	0.17903344255057	-0.0983346944083317	6e-04	65000	-0.192265477825668	0.00129016481670013	0.113615384615385	4	-0.211144437225075	-0.0977809395455229	0.0618273219813044
Krt8_Reep6	0.181226718097788	0.169002403289761	0.000640625	64000	0.0698316283675122	0.261461211482785	0.120280058262712	1	-0.141614461131248	0.12533705233445	0.510407284286338
Birc5_Ccna2	0.135369312611932	0.638859509850449	0.000666666666666667	12000	0.55609867022207	0.71931388391909	0.123083333333333	6	0.317616323759601	0.60341959450364	0.676078783940612
Gmnn_Tipin	0.180580776982223	0.171004261324986	0.000666666666666667	63000	0.0773208390064423	0.270288645666181	0.123083333333333	8	0.506404645534281	0.276586000966292	-0.0477727265367748
Tug1_Zwint	0.179037697623946	0.0699424108024712	0.000682539682539683	63000	-0.0295578844406688	0.166220297674346	0.124972451790634	1	0.0368438411793845	-0.213805385942423	0.364112257749577
Cdca7_Nasp	0.179977982757767	0.119937269225346	0.000703125	64000	0.0218008170690466	0.218657493574795	0.12664824695122	8	0.367440250867526	0.1889155634609	-0.210529242655277
Orc6_Ube2c	0.17513023032454	-0.186440830695109	7e-04	60000	-0.282165865511184	-0.0931768621255174	0.12664824695122	3	-0.487698654694533	-0.325166642527216	0.0402394903784364
Mat2b_Vcam1	0.177033934018581	-0.0525025699051299	0.00075	64000	-0.148088022386886	0.0465507084951929	0.134002016129032	2	0.00707825925045778	-0.0288045771656397	-0.246116720628872
Bex1_Tmpo	0.175455841346237	-0.0406483193050143	0.00078125	64000	-0.139541519737119	0.0577614668654508	0.135733308327082	3	-0.245165756153499	-0.184223036692383	0.300765966812263
Gypc_Wsb1	0.177108850716887	-0.0690287649154325	0.000770491803278689	61000	-0.161249399707619	0.0231584761284172	0.135733308327082	2	0.149019641914505	0.154208729239592	-0.299372143698632
Krt8_Spc25	0.176147120589023	-0.0554535878137201	0.000790322580645161	62000	-0.148088022386886	0.0434733597397196	0.135733308327082	5	0.17232443744288	-0.213973061996346	0.163210849232392
Mcm5_Serpina1b	0.176324808525576	-0.0166717846855917	0.000784615384615385	65000	-0.114246373774635	0.0833267664851154	0.135733308327082	1	-0.246235111454747	-0.147668356433979	0.214303840949681
Mcm7_Ube2c	0.174366466131604	-0.174478447957522	0.000774193548387097	62000	-0.271348587974505	-0.0747219572906327	0.135733308327082	3	-0.328930301002459	-0.318907661188772	0.113499726823748
Mcm6_Rrm2	0.178303578192745	0.167174051396689	0.0008125	64000	0.0698316283675122	0.261461211482785	0.137411736641221	8	0.345559814192842	0.308044973486423	-0.0157135953254872
Slbp_Zfp638	0.175458136353634	-0.0358965125972173	0.00080952380952381	63000	-0.129965464856879	0.0624471928225704	0.137411736641221	8	0.244724914207473	0.061096124599108	-0.095358344411788
